# 洪武正韻字表
# version: 20200322
# author: hhliow (github.com/hhliow)
# license: cc by-sa 4.0
# The pronunciation follows the system of 洪武正韻譯訓.
# Trailing ' denotes 全濁上聲 syllables pronounced as 去聲.
# The following common realization of the pronunciation is not marked explicitly:
#   Palatalization or fricativization of /k/ /g/ /ŋ/ /ʔ/ /h/ /ɦ/ before /i/ /y/;
#   Merge of syllable codae -p -t -k into [ʔ];
#   Loss of breathiness in /ʂʱ/ /ʃʱ/ /sʱ/ /fʱ/ /ɦ/ which results in their merge into [ʂ] [ʃ] [s] [f] [h]~[x] respectively;
#   Merges of /iaw/ and /iɛw/.
# Credits:
#   Digitalization of 洪武正韻 gloss is done by Kanseki Repository and reorganized by hhliow.
#   Digitalization of 洪武正韻譯訓 syllabary is done by hhliow.
#   IPA transcription and data organization is done by hhliow (github.com/hhliow).
position	heading	char	ytenx_syllabary_entry	譯訓	ipa	gloss_literal
vol03_p09a_entry16		㕙	207	ᅔᅲᆫ	tsʰyun	(狡兔又震先韻)
vol03_p09a_entry17		悛	207	ᅔᅲᆫ	tsʰyun	(改也止也又先韻)
vol03_p09a_entry18		捘	207	ᅔᅲᆫ	tsʰyun	(推也擠也左傳定八年捘衞侯手又震韻)¶
vol03_p09a_entry19	○	存	208	ᅏᅮᆫ	tsʱun˩	(徂尊切説文恤問也从子在在亦存也廣韻亦察也又省視也)
vol03_p09a_entry20		蹲	208	ᅏᅮᆫ	tsʱun˩	(踞也从足跧也亦作踆𨀛又見)¶↡¶(上)
vol03_p09b_entry01		踆	208	ᅏᅮᆫ	tsʱun˩	(莊子帥弟子而踆窾水漢貨殖傳下有踆鴟又見上)
vol03_p09b_entry02	○	旬	209	ᄽᅲᆫ	sʱyun˩	(詳倫切十日爲旬又均也徧也見上)¶
vol03_p09b_entry03		巡	209	ᄽᅲᆫ	sʱyun˩	(説文視行貌亦作徇又逡巡却退貌賈誼過秦論作遁巡亦作逡遁平當贊逡遁有恥遁音巡亦作循萬章逡)¶(循甚懼毛晃案禮部看詳連綿字可以兩押或可倒押者許令收入如兩字一義若曈曨喔吚漣洏哇咬之類兩字一物)¶(如駏驉鶬鶊瑚璉之類其上一字皆可别押如玲瓏古人或押瓏玲璠璵或押璵璠鵔鸃雖是一物内鵔字又别有義其餘如)¶(倥侗之倥嶙峋之嶙螳螂之螳亦可别押今遁字音巡者可押音逡者不可倒押故收入巡字下其他如踟蹰契詬契丹閼氏)¶(螮蝀之類上字不可倒押別押亦不敢收入又先韻)
vol03_p09b_entry04		遁	209	ᄽᅲᆫ	sʱyun˩	(同上又軫震韻)
vol03_p09b_entry05		徇	209	ᄽᅲᆫ	sʱyun˩	(漢髙祖紀張良徇韓地蘇林音巡撫)¶(其人民也孟康曰徇略也師古音去聲又震韻同)
vol03_p09b_entry06		循	209	ᄽᅲᆫ	sʱyun˩	(同上又循循次序貌又善也依也順也摩也沿也亦作紃荀子)¶(反紃察之注紃與循同)
vol03_p09b_entry07		揗	209	ᄽᅲᆫ	sʱyun˩	(手相安慰更拊揗)
vol03_p09b_entry08		迿	209	ᄽᅲᆫ	sʱyun˩	(公羊傳定八年朋友相衛而不相迿注出表辭猶先也不)¶↡¶(當先相擊刺也又震韻)
vol03_p10a_entry01		馴	209	ᄽᅲᆫ	sʱyun˩	(擾也從也善也又以漸而致曰馴致説文馬順曰馴)
vol03_p10a_entry02		紃	209	ᄽᅲᆫ	sʱyun˩	(組紃紡纑説文圓采絛)¶
vol03_p10a_entry03	○	倫	210	륜	lyun˩	(龍春切次序也等也比也道也理也亦作論又伶倫漢志作泠綸)
vol03_p10a_entry04		論	210	륜	lyun˩	(禮記凡制五刑必即天論注言)¶(理也又見下及震韻)
vol03_p10a_entry05		綸	210	륜	lyun˩	(青絲綬又刪韻)
vol03_p10a_entry06		掄	210	륜	lyun˩	(擇也周禮凡邦工入山林掄材而不禁又見下)
vol03_p10a_entry07		淪	210	륜	lyun˩	(沒也又水)¶(波爲淪韓詩順流而風曰淪又渾淪未相離貌列子氣形質具而未相離即此)
vol03_p10a_entry08		輪	210	륜	lyun˩	(車輪又東西曰廣南北曰輪又迴旋)¶(也)
vol03_p10a_entry09		蜦	210	륜	lyun˩	(蛇類潛於神泉能興雲雨)
vol03_p10a_entry10	○	文	211	ᄝᅮᆫ俗ᄝᅳᆫ	vun˩	(無分切文章也美也善也兆也華也斑也法也又姓考工記青與赤)¶(謂之文又持文法深刻謂之深文法刻曰文深以文法致人於罪謂之文致左傳經緯天地曰文)
vol03_p10a_entry11		紋	211	ᄝᅮᆫ俗ᄝᅳᆫ	vun˩	(綾也凡錦綺黼)¶(繡之文皆曰紋)
vol03_p10a_entry12		聞	211	ᄝᅮᆫ俗ᄝᅳᆫ	vun˩	(耳受聲説文知聲也又震韻)
vol03_p10a_entry13		蟁	211	ᄝᅮᆫ俗ᄝᅳᆫ	vun˩	(齧人飛蟲一名白鳥一名音文漢中山靖王傳聚蟁)¶(成靁亦作蚊蚉廣韻亦作䘇)
vol03_p10a_entry14		蚊	211	ᄝᅮᆫ俗ᄝᅳᆫ	vun˩	
vol03_p10a_entry15		蚉	211	ᄝᅮᆫ俗ᄝᅳᆫ	vun˩	(莊子使蚉負山)
vol03_p10a_entry16		雯	211	ᄝᅮᆫ俗ᄝᅳᆫ	vun˩	(雲成章也)
vol03_p10a_entry17	○	芬	212	ᄫᅮᆫ俗ᄫᅳᆫ	fun	(敷文切芬芳詩)¶↡¶(燔炙芬芬篆文作草初生香分布也今作芬)
vol03_p10b_entry01		雰	212	ᄫᅮᆫ俗ᄫᅳᆫ	fun	(雰雰雪貌又霧氣)
vol03_p10b_entry02		氛	212	ᄫᅮᆫ俗ᄫᅳᆫ	fun	(氛祲妖氣左傳楚氛甚惡)
vol03_p10b_entry03		帉	212	ᄫᅮᆫ俗ᄫᅳᆫ	fun	¶(大巾亦作紛)
vol03_p10b_entry04		紛	212	ᄫᅮᆫ俗ᄫᅳᆫ	fun	(緩也雜也説文馬尾韜又拭巾内則左佩紛帨)
vol03_p10b_entry05		棼	212	ᄫᅮᆫ俗ᄫᅳᆫ	fun	(亂也書泯泯棼棼又見下)
vol03_p10b_entry06		衯	212	ᄫᅮᆫ俗ᄫᅳᆫ	fun	(衣貌)¶(相如賦衯衯裶裶)
vol03_p10b_entry07		翂	212	ᄫᅮᆫ俗ᄫᅳᆫ	fun	(莊子翂翂翐翐羽貌)
vol03_p10b_entry08		𣬩	212	ᄫᅮᆫ俗ᄫᅳᆫ	fun	(毛落)
vol03_p10b_entry09		𦐈	212	ᄫᅮᆫ俗ᄫᅳᆫ	fun	(𦐈𦐈飛貌亦作翂)
vol03_p10b_entry10		鶡	212	ᄫᅮᆫ俗ᄫᅳᆫ	fun	(鳥名本作鳻假)¶(借作鶡漢張敞舍鶡雀飛集丞相府師古曰音芬鳻雀大而色青出羌中又曷韻)
vol03_p10b_entry11		鳻	212	ᄫᅮᆫ俗ᄫᅳᆫ	fun	
vol03_p10b_entry12		分	212	ᄫᅮᆫ俗ᄫᅳᆫ	fun	(賦也施也與也)¶(亦作匪又別也判也裂也漢志一黍之廣爲一分分者自三微而成著可分別也又半也公羊傳師喪分焉荀子以齊之分奉)¶(之而不足又徧也左傳哀元年熟食者分而後敢食又軫震二韻)
vol03_p10b_entry13		匪	212	ᄫᅮᆫ俗ᄫᅳᆫ	fun	(周禮廩人以待國之匪頒注匪讀爲分太宰八)¶(曰匪頒之式鄭司農曰匪分也頒賜也又支韻)
vol03_p10b_entry14		饙	212	ᄫᅮᆫ俗ᄫᅳᆫ	fun	(滫飯)
vol03_p10b_entry15		餴	212	ᄫᅮᆫ俗ᄫᅳᆫ	fun	(詩可以餴饎亦作饙)
vol03_p10b_entry16	○	汾	213	ᄬᅮᆫ俗ᄬᅳᆫ	fʱun˩	(符分切水名)¶
vol03_p10b_entry17		枌	213	ᄬᅮᆫ俗ᄬᅳᆫ	fʱun˩	(白榆)
vol03_p10b_entry18		棼	213	ᄬᅮᆫ俗ᄬᅳᆫ	fʱun˩	(屋棟又亂也左傳治絲而棼之)
vol03_p10b_entry19		蕡	213	ᄬᅮᆫ俗ᄬᅳᆫ	fʱun˩	(草木多實又實大貌又枲實説文雜香草周禮麷蕡又震)¶↡¶(韻)
vol03_p11a_entry01		弅	213	ᄬᅮᆫ俗ᄬᅳᆫ	fʱun˩	(莊子隱弅之丘音義隱出弅起貌又軫韻)
vol03_p11a_entry02		黂	213	ᄬᅮᆫ俗ᄬᅳᆫ	fʱun˩	(枲實通作蕡)
vol03_p11a_entry03		濆	213	ᄬᅮᆫ俗ᄬᅳᆫ	fʱun˩	(水厓爾雅汝有濆郭璞引詩遵)¶(彼汝濆又軫韻)
vol03_p11a_entry04		焚	213	ᄬᅮᆫ俗ᄬᅳᆫ	fʱun˩	(燒也)
vol03_p11a_entry05		鼖	213	ᄬᅮᆫ俗ᄬᅳᆫ	fʱun˩	(大鼓八面周禮以鼖鼓鼓軍事亦作賁詩賁鼓維鏞)
vol03_p11a_entry06		墳	213	ᄬᅮᆫ俗ᄬᅳᆫ	fʱun˩	(方言青幽之間凡土)¶(髙而大者謂之墳又聚土曰墳水厓曰墳詩汝墳又軫韻)
vol03_p11a_entry07		賁	213	ᄬᅮᆫ俗ᄬᅳᆫ	fʱun˩	(大也一曰三足龜又刪軫寘韻)
vol03_p11a_entry08		幩	213	ᄬᅮᆫ俗ᄬᅳᆫ	fʱun˩	(馬扇汗詩朱幩)¶(鑣鑣)
vol03_p11a_entry09		獖	213	ᄬᅮᆫ俗ᄬᅳᆫ	fʱun˩	(㹫豕亦作豶)
vol03_p11a_entry10		豶	213	ᄬᅮᆫ俗ᄬᅳᆫ	fʱun˩	(易豶豕之牙)
vol03_p11a_entry11		羵	213	ᄬᅮᆫ俗ᄬᅳᆫ	fʱun˩	(土中怪羊又首大貌又軫韻)
vol03_p11a_entry12		朌	213	ᄬᅮᆫ俗ᄬᅳᆫ	fʱun˩	(大首貌亦作頒)¶(又刪韻)
vol03_p11a_entry13		頒	213	ᄬᅮᆫ	fʱun˩	(同上又衆也詩有頒其首有兩音又刪韻)
vol03_p11a_entry14		棻	213	ᄬᅮᆫ	fʱun˩	(香木又人名漢劉棻唐令狐徳棻)
vol03_p11a_entry15	○	䰟	214	ᅘᅮᆫ	ɦun˩	¶(胡昆切神䰟亦作魂左傳人生始化爲魄既生陽曰䰟)
vol03_p11a_entry16		魂	214	ᅘᅮᆫ	ɦun˩	(易遊䰟爲變淮南子天氣爲䰟地氣爲魄)
vol03_p11a_entry17		渾	214	ᅘᅮᆫ	ɦun˩	(水流)¶(聲又濁也一曰洿下亦作溷又渾天圓貌渾然全也列子渾淪言未相離也)
vol03_p11a_entry18		溷	214	ᅘᅮᆫ	ɦun˩	(同上又人名左傳成十六年韓厥從)¶(鄭伯其御杜溷羅又樂溷宋大夫樂祁子又震韻)
vol03_p11a_entry19		沄	214	ᅘᅮᆫ	ɦun˩	(水轉貌又見上)
vol03_p11a_entry20		緷	214	ᅘᅮᆫ	ɦun˩	(十羽謂之緷又軫韻)
vol03_p11a_entry21		緄	214	ᅘᅮᆫ	ɦun˩	(縫也)¶↡¶(漢趙飛燕傳注緄襠袴音魂又軫韻)
vol03_p11b_entry01		昆	214	ᅘᅮᆫ	ɦun˩	(昆侖天形又昆邪匈奴王號又公孫昆邪漢人名又見下又軫韻)
vol03_p11b_entry02	○¶	昆	215	군	kun	(公渾切同也兄也幷也咸也又後也書昆命于元龜又明也莊子音義云昆獐也又昆蟲昆侖山名西夷名亦作混)¶(夷)
vol03_p11b_entry03		晜	215	군	kun	(兄也通作昆)
vol03_p11b_entry04		崐	215	군	kun	(崐崘山名周禮宗伯注崐崘亦作混淪又作昆侖崑崙)
vol03_p11b_entry05		混	215	군	kun	(混夷詩混夷駾)¶(矣孟子文王事混夷皇矣注混夷即串夷也采薇序昆夷竝音平聲又混淪山又軫韻)
vol03_p11b_entry06		崑	215	군	kun	(崑崙)
vol03_p11b_entry07		琨	215	군	kun	(瑶琨美玉)¶
vol03_p11b_entry08		蜫	215	군	kun	(蟲之總名通作昆説文二虫爲䖵讀與昆同蟲總名也師古曰昆衆也鄭康成以昆蟲爲明蟲)
vol03_p11b_entry09		鯤	215	군	kun	(大魚又魚)¶(子國語禁鯤鮞亦作卵内則濡魚卵醬注讀爲鯤魚子也)
vol03_p11b_entry10		鵾	215	군	kun	(鳥名又雞三尺)
vol03_p11b_entry11		褌	215	군	kun	(褻衣司馬相如著犢鼻褌阮籍)¶(大人先生論如虱之處褌中韓愈陸渾山火詩炎官火屬朱冠褌)
vol03_p11b_entry12	○	溫	216	ᅙᅮᆫ	ʔun	(烏昆切和也暖也又水名又姓又州名亦)¶(作温从音同仁也説文以皿食囚亦作昷凡从者俗皆作昷又軫震二韻)
vol03_p11b_entry13		㬈	216	ᅙᅮᆫ	ʔun	(日暖史記封禪書至中山曣㬈)¶↡¶(漢書揚雄傳作晏㬈)
vol03_p12a_entry01		縕	216	ᅙᅮᆫ	ʔun	(赤黄間色亦作縕記士縕韍緼組綬又軫震及本韻)
vol03_p12a_entry02		轀	216	ᅙᅮᆫ	ʔun	(轒轀戰車又軫韻)
vol03_p12a_entry03		薀	216	ᅙᅮᆫ	ʔun	¶(蕰藻水草節中生葉亦作蕰左傳蘋蘩薀藻之菜又軫震二韻)
vol03_p12a_entry04	○	昏	217	훈	hun	(呼昆切日冥也闇也蒙昧也又昏姻俗作昬婚)¶
vol03_p12a_entry05		昬	217	훈	hun	(又軫韻)
vol03_p12a_entry06		婚	217	훈	hun	(婦家本作昏禮娶婦以昏時婦人陰也)
vol03_p12a_entry07		惛	217	훈	hun	(心不明也又震韻)
vol03_p12a_entry08		暋	217	훈	hun	(慰暋鬱悶又軫)¶(韻)
vol03_p12a_entry09		殙	217	훈	hun	(矜也又與惛同莊子以黄金注者殙)
vol03_p12a_entry10		閽	217	훈	hun	(守門隷記閽者守門之賤者也毛晃曰門者晨昏啓閉閽亦主)¶(啓舉昏以該之論語稱晨門而不言昏可以互見也又閽寺)
vol03_p12a_entry11		㖧	217	훈	hun	(喋喋言貌揚子著古昔之㖧㖧)
vol03_p12a_entry12		痻	217	훈	hun	(病也詩多)¶(我覯痻又見上)
vol03_p12a_entry13		棔	217	훈	hun	(合棔木名朝舒夕斂)
vol03_p12a_entry14	○	坤	218	쿤	kʰun	(枯昆切地道也卦名古作象六斷連則爲古川字)
vol03_p12a_entry15		髠	218	쿤	kʰun	¶(髮漢制髠爲城旦舂淳于髠人名下从几古人字从兀誤)
vol03_p12a_entry16	○	奔	219	분俗븐	pun	(逋昆切疾走亦作賁漢書多作犇又震韻)¶
vol03_p12a_entry17		犇	219	분俗븐	pun	
vol03_p12a_entry18		賁	219	분俗븐	pun	(同上虎賁勇士孟賁力士又三足鼈曰賁又刪軫寘震及本韻)
vol03_p12a_entry19	○	歕	220	푼俗픈	pʰun	(鋪䰟切吹氣也吐也)¶↡¶
vol03_p12b_entry01		噴	220	푼俗픈	pʰun	(吒也噀也又震韻)
vol03_p12b_entry02	○	盆	221	뿐俗쁜	pʱun˩	(蒲奔切盎也缶也考工記盆實二鬴又姓)
vol03_p12b_entry03		湓	221	뿐俗쁜	pʱun˩	(水名又震韻)
vol03_p12b_entry04	○¶	門	222	문俗믄	mun˩	(謨奔切兩戸説文合兩戸謂之門)
vol03_p12b_entry05		捫	222	문俗믄	mun˩	(撫持也摸也詩莫捫朕舌)
vol03_p12b_entry06		璊	222	문俗믄	mun˩	(玉䞓色从玉从廿从監本从)¶(㒼誤)
vol03_p12b_entry07		樠	222	문俗믄	mun˩	(木名又寒韻从㒼誤)
vol03_p12b_entry08		虋	222	문俗믄	mun˩	(爾雅虋赤苗今之赤粱粟也又云蘠蘼虋冬草名今作門冬亦作穈)
vol03_p12b_entry09		穈	222	문俗믄	mun˩	¶(詩維穈維芑)
vol03_p12b_entry10		亹	222	문俗믄	mun˩	(山絶水詩鳧鷖在亹又浩亹山名浩音告又紙韻)
vol03_p12b_entry11	○	孫	223	ᄼᅮᆫ	sun	(蘇昆切子之子爲孫女之子爲)¶(外孫又姓又震韻)
vol03_p12b_entry12		蓀	223	ᄼᅮᆫ	sun	(菖草相如賦若蓀注若杜若也蓀香草也亦作荃)
vol03_p12b_entry13		荃	223	ᄼᅮᆫ	sun	(又先韻)
vol03_p12b_entry14		飱	223	ᄼᅮᆫ	sun	(夕餔也又)¶(水和飯左傳僖負羈饋晉文公盤飱又曰飱有陪鼎注飱熟食也音孫當作飱)
vol03_p12b_entry15		䬸	223	ᄼᅮᆫ	sun	(食也又吞食也从歺亦作歹竝午達)¶(反爾雅粲餐也注今河北人呼食爲餐音孫又刪韻)
vol03_p12b_entry16		餐	223	ᄼᅮᆫ	sun	(又刪韻)
vol03_p12b_entry17	○	村	224	ᅔᅮᆫ	tsʰun	(倉尊切聚落亦作邨)
vol03_p12b_entry18	○	尊	225	ᅎᅮᆫ	tsun	¶(租昆切尊卑又重也髙也貴也恭也又酒器説文作罇从木者後人所加)
vol03_p12b_entry19		鷷	225	ᅎᅮᆫ	tsun	(西方雉名也)
vol03_p12b_entry20		遵	225	ᅎᅮᆫ	tsun	(循也率也行也)¶↡¶(習也鄉射禮大夫席尊東謂之遵)
vol03_p13a_entry01		僎	225	ᅎᅮᆫ	tsun	(鄉飲酒禮輔主人者或作遵爲其降席而遵法也又銑霰韻)
vol03_p13a_entry02		跧	225	ᅎᅮᆫ	tsun	(廣韻)¶(蹴也又刪先韻又蹤倫切)
vol03_p13a_entry03	○	暾	226	툰	tʰun	(他昆切日始出貌)
vol03_p13a_entry04		啍	226	툰	tʰun	(口氣又重遲貌詩大車啍啍又音豚又震及本)¶(韻又都昆切)
vol03_p13a_entry05		焞	226	툰	tʰun	(明也説文引春秋傳焞燿天地左傳天䇿焞焞杜預曰無光耀也又灰韻本韻)
vol03_p13a_entry06		𪏆	226	툰	tʰun	(黃色)¶(又孺子𪏆魯公子見檀弓)
vol03_p13a_entry07		吞	226	툰俗튼	tʰun	(同上切咽也餐也幷也又音天又姓)
vol03_p13a_entry08	○	屯	227	뚠	tʱun˩	(徒孫切聚也漢律勒兵而守曰屯本)¶(作屯與屯字不同屯本株倫切屯亶也經史多用屯爲屯聚之屯今相仍用之)
vol03_p13a_entry09		純	227	뚠	tʱun˩	(詩白茅純束毛音徒本切鄭音屯又)¶(支軫震及本韻)
vol03_p13a_entry10		忳	227	뚠	tʱun˩	(悶也亂也憂也又見上)
vol03_p13a_entry11		軘	227	뚠	tʱun˩	(兵車)
vol03_p13a_entry12		庉	227	뚠	tʱun˩	(居也又熾盛貌爾雅風與火爲庉)
vol03_p13a_entry13		豚	227	뚠	tʱun˩	¶(小豕又軫韻)
vol03_p13a_entry14		㹠	227	뚠	tʱun˩	(莊子㹠子食於其死母亦作豚)
vol03_p13a_entry15		燉	227	뚠	tʱun˩	(火盛貌爾雅作庉)
vol03_p13a_entry16		臀	227	뚠	tʱun˩	(底也本作臋又腿靨易臀)¶(無膚玉篇作亦作)
vol03_p13a_entry17		臋	227	뚠	tʱun˩	(考工記其臋一寸)
vol03_p13a_entry18		芚	227	뚠	tʱun˩	(盛貌揚子春木之芚兮玉篇菜似莧可食又渾芚不分察)¶↡¶(貌又厚貌莊子聖人愚芚)
vol03_p13b_entry01	○	論	228	룬	lun˩	(盧昆切説也議也思也紬繹討論也又決罪曰論又震韻本韻)
vol03_p13b_entry02		崘	228	룬	lun˩	(崐崘)¶(山名爾雅丘三成曰崐崘亦作崑崙又作昆侖)
vol03_p13b_entry03		侖	228	룬	lun˩	(漢郊祀歌逝昆侖又昆侖天形)
vol03_p13b_entry04		淪	228	룬	lun˩	(周禮大宗伯注混淪)¶(山名又列子云氣形質具而未相離曰渾淪又本韻)
vol03_p13b_entry05		掄	228	룬	lun˩	(擇也周禮入山林掄材不禁又見上)
vol03_p13b_entry06		䑳	228	룬	lun˩	(舟名)
vol03_p13b_entry07	○¶	敦	229	둔	tun	(都昆切説文怒也詆也一曰大也勉也誰何也廣韻又迫也詩王事敦我又姓敦洽衞王醜人也又寒蕭灰軫隊效)¶(震韻)
vol03_p13b_entry08		墩	229	둔	tun	(平地有堆者通作敦爾雅註敦丘江東呼地髙堆爲墩或作墪)
vol03_p13b_entry09		惇	229	둔	tun	(厚也通作敦)
vol03_p13b_entry10		弴	229	둔	tun	(説文畫弓)¶(也徐曰雕弓也)
vol03_p13b_entry11		蜳	229	둔	tun	(螴蜳不安定貌莊子螴蜳不得成螴音陳)
vol03_p13b_entry12	○	臻	230	ᅐᅳᆫ	ʈʂən	(側詵切至也乃也亦作轃溱案説文从秦)¶(聲也是諧秦聲聲與真同又先韻)
vol03_p13b_entry13		轃	230	ᅐᅳᆫ	ʈʂən	(漢書百蠻竝轃又先韻)
vol03_p13b_entry14		榛	230	ᅐᅳᆫ	ʈʂən	(小栗又見下)
vol03_p13b_entry15		蓁	230	ᅐᅳᆫ	ʈʂən	(草盛)
vol03_p13b_entry16		溱	230	ᅐᅳᆫ	ʈʂən	¶(水名又至也漢書聖瑞畢溱又衆也詩室家溱溱)
vol03_p13b_entry17		𣘘	230	ᅐᅳᆫ	ʈʂən	(孟子盡心篇注有表無裏謂之柚𣘘柚音以究反𣘘音臻又疏)¶↡¶(臻切杠也)
vol03_p14a_entry01	○	莘	231	ᄾᅳᆫ	ʂən	(疏臻切地名又長貌詩有莘其尾又赤貌亦作)
vol03_p14a_entry02		峷	231	ᄾᅳᆫ	ʂən	(神名莊子丘有峷司馬氏云狀如狗)¶(有角文身五采)
vol03_p14a_entry03		姺	231	ᄾᅳᆫ	ʂən	(國名左傳昭元年商有姺邳亦作㜪)
vol03_p14a_entry04		侁	231	ᄾᅳᆫ	ʂən	(行貌玉篇引詩侁侁征夫今詩作駪)
vol03_p14a_entry05		甡	231	ᄾᅳᆫ	ʂən	(衆生)¶(竝立貌詩甡甡其鹿)
vol03_p14a_entry06		駪	231	ᄾᅳᆫ	ʂən	(馬衆多貌)
vol03_p14a_entry07		詵	231	ᄾᅳᆫ	ʂən	(致言也亦衆也詩宜爾子孫詵詵兮)
vol03_p14a_entry08		𩺵	231	ᄾᅳᆫ	ʂən	(魚尾長也通作莘詩有莘)¶(其尾)
vol03_p14a_entry09	○	榛	232	ᅑᅳᆫ	ʈʂʱən˩	(鉏臻切木叢生)
vol03_p14a_entry10	○	痕	233	ᅘᅳᆫ	ɦən˩	(胡恩切瘢也)
vol03_p14a_entry11		鞎	233	ᅘᅳᆫ	ɦən˩	(車革前飾曰鞎郭璞曰韋靶車軾也)
vol03_p14a_entry12		根	233	ᅘᅳᆫ	ɦən˩	¶(吳楚俗謂牽引前卻爲根格格音曷各切漢灌夫傳引繩排根排根卻退貌又見下)
vol03_p14a_entry13	○	根	234	근	kən	(古痕切柢也本也又天根)¶(氐星金根車名秦始皇作以金爲飾本商之乗根也)
vol03_p14a_entry14		跟	234	근	kən	(足踵)
vol03_p14a_entry15	○	恩	235	ᅙᅳᆫ	ʔən	(烏痕切澤也恵也又愛也隱也)
vol03_p14a_entry16	○¶	垠	236	ᅌᅳᆫ俗은	ŋən˩	(五根切垠堮亦作圻又本韻)
vol03_p14a_entry17		圻	236	ᅌᅳᆫ俗은	ŋən˩	(又支韻本韻)¶¶
vol03_p14b_entry01	九寒¶¶↡¶	寒	237	ᅘᅥᆫ俗ᅘᅡᆫ	ɦɔn˩/ɦan˩	(河干切寒暑之對又姓又國名)
vol03_p14b_entry02		韓	237	ᅘᅥᆫ俗ᅘᅡᆫ	ɦɔn˩/ɦan˩	(國名周武子所封又姓又東夷有三韓國説文井垣也)
vol03_p14b_entry03		汗	237	ᅘᅥᆫ俗ᅘᅡᆫ	ɦɔn˩/ɦan˩	(可汗)¶(戎酋之稱又翰韻)
vol03_p14b_entry04		邯	237	ᅘᅥᆫ俗ᅘᅡᆫ	ɦɔn˩/ɦan˩	(趙縣又覃韻)
vol03_p14b_entry05		翰	237	ᅘᅥᆫ俗ᅘᅡᆫ	ɦɔn˩/ɦan˩	(羽也又天雞羽有五色又也詩維周之翰有平去二音凡稱書翰)¶(者謂以羽翰爲筆以書平去二音皆通又翰韻)
vol03_p14b_entry06		䮧	237	ᅘᅥᆫ俗ᅘᅡᆫ	ɦɔn˩/ɦan˩	(䮂䮧蕃大馬名)
vol03_p14b_entry07		幹	237	ᅘᅥᆫ俗ᅘᅡᆫ	ɦɔn˩/ɦan˩	(井闌西京賦注音寒説文作莊子井幹)¶(音去聲又翰韻)
vol03_p14b_entry08		豻	238	*ᅌᅥᆫ	ŋɔn˩/an˩	(俄寒切胡地野犬似狐而小又翰韻)
vol03_p14b_entry09		犴	238	*ᅌᅥᆫ	ŋɔn˩/an˩	(同上又翰韻)
vol03_p14b_entry10	○	看	239	컨俗칸	kʰɔn/kʰan	(丘寒切視也又翰韻)¶
vol03_p14b_entry11		刋	239	컨俗칸	kʰɔn/kʰan	(削也剟也斫也槎木也書隨山刋木漢志作栞从干戈之干)
vol03_p14b_entry12		栞	239	컨俗칸	kʰɔn/kʰan	(槎木也斫也説文木識也)
vol03_p14b_entry13		靬	239	컨俗칸	kʰɔn/kʰan	(弓衣)¶(又先韻)
vol03_p14b_entry14	○	干	240	건俗간	kɔn/kan	(居寒切盾也方言自關而東或謂之或謂之干闗西謂之盾郭璞曰干者扞也亦作杆又荀子西)¶(方有木名曰射干玉篇鳶尾射干也又澗也詩秩秩斯干凡水畔水旁水厓曰干又閒也凡言闌干謂闌板之閒也又與竿同)¶(詩干旄又忓也求也犯也又闌干盛貌薛令之詩苜蓿長闌干又闌干流貌白居易詩玉容寂寞淚闌干又眼眶謂之闌干又)¶↡¶(若干數未定之辭猶言幾許也又翰韻)
vol03_p15a_entry01		忓	240	건俗간	kɔn/kan	(極也求也預也唐萬壽公主傳無忓時事)
vol03_p15a_entry02		奸	240	건俗간	kɔn/kan	(犯也通作干又婬犯)¶(非禮也又求也漢書以奸名譽)
vol03_p15a_entry03		杆	240	건俗간	kɔn/kan	(漢尹賞傳被鎧杆師古曰杆臂衣也劉敞曰杆謂盾耳)
vol03_p15a_entry04		虷	240	건俗간	kɔn/kan	(蟲侵物鮑宣傳)¶(白虹虷日)
vol03_p15a_entry05		乾	240	건俗간	kɔn/kan	(上出也燥也又先韻)
vol03_p15a_entry06		肝	240	건俗간	kɔn/kan	(木藏)
vol03_p15a_entry07		竿	240	건俗간	kɔn/kan	(竹挺又旗竿古作干詩干旄謂注旄於干首左傳昭二十)¶(年作竿旄莊子竿牘音義竹簡爲書)
vol03_p15a_entry08		玕	240	건俗간	kɔn/kan	(琅玕)
vol03_p15a_entry09	○	安	241	ᅙᅥᆫ俗ᅙᅡᆫ	ʔɔn/ʔan	(於寒切徐也寧也止也平也定也何也心無愧也又姓)¶
vol03_p15a_entry10		鞍	241	ᅙᅥᆫ俗ᅙᅡᆫ	ʔɔn/ʔan	(馬鞍具亦作鞌)
vol03_p15a_entry11		鞌	241	ᅙᅥᆫ俗ᅙᅡᆫ	ʔɔn/ʔan	(同上又地名春秋有鞌之戰)
vol03_p15a_entry12	○	歡	242	훤	hwɔn	(呼官切喜也亦作懽驩上从音寡俗)¶(作歡非)
vol03_p15a_entry13		懽	242	훤	hwɔn	(又翰韻)
vol03_p15a_entry14		驩	242	훤	hwɔn	(廣韻玉篇馬名又同上孟子驩虞如也董仲舒傳驩然有恩相接王褒傳驩然交欣)¶
vol03_p15a_entry15		貛	242	훤	hwɔn	(野豕)
vol03_p15a_entry16		讙	242	훤	hwɔn	(譁也又先韻)
vol03_p15a_entry17		嚾	242	훤	hwɔn	(喧囂貌荀子嚾嚾然不知其非也又見先韻)
